Brand,Price,Color,Features,Condition,GPU,OS,Storage Type,Hard Drive Capacity,SSD Capacity,Ram Size
2,299.0,0,8,8,2,0,0,16.0,512.0,16.0
1,297.0,0,11,6,0,0,0,512.0,512.0,8.0
1,363.0,0,14,8,0,0,0,69.0,512.0,16.0
10,50.0,19,1,9,4,5,4,69.0,69.0,64.0
2,585.0,0,11,5,1,0,0,69.0,512.0,32.0
1,150.0,0,2,8,4,5,0,256.0,500.0,16.0
3,350.0,0,1,4,0,5,0,256.0,2.0,69.0
3,199.0,2,8,8,0,0,0,256.0,256.0,8.0
2,184.5,19,12,6,0,0,0,69.0,128.0,8.0
1,45.0,0,9,8,4,1,1,16.0,64.0,4.0
3,680.0,2,1,10,0,0,0,69.0,512.0,16.0
10,50.0,4,1,8,4,0,4,69.0,69.0,69.0
2,450.0,1,6,10,0,0,0,69.0,512.0,8.0
10,326.2,19,1,8,2,5,4,69.0,69.0,69.0
4,89.94,19,1,8,4,0,0,256.0,256.0,4.0
1,137.0,19,1,8,4,0,0,69.0,128.0,8.0
2,280.0,1,2,10,0,0,0,69.0,256.0,8.0
10,208.8,19,1,8,4,5,0,69.0,512.0,69.0
1,175.0,2,12,8,0,0,2,500.0,500.0,8.0
2,42.0,0,1,8,4,1,0,16.0,16.0,4.0
2,123.0,2,1,8,4,0,2,500.0,69.0,8.0
1,100.0,19,5,8,4,0,4,69.0,256.0,16.0
1,135.0,2,12,8,4,5,0,69.0,69.0,69.0
3,88.0,5,2,10,0,0,1,64.0,64.0,4.0
1,160.0,19,7,1,0,1,3,128.0,128.0,4.0
1,68.0,0,1,8,4,1,0,16.0,16.0,4.0
3,355.0,2,5,10,2,0,0,256.0,256.0,8.0
1,999.0,0,15,1,4,0,0,2.0,2.0,16.0
2,300.0,19,1,1,4,5,4,69.0,69.0,69.0
1,29.98,0,1,9,4,0,0,80.0,69.0,2.0
10,380.8,19,1,8,1,5,4,69.0,69.0,69.0
10,165.0,19,1,10,4,5,4,69.0,69.0,69.0
2,535.0,1,5,10,0,0,0,69.0,512.0,16.0
2,24.98,19,1,8,4,1,1,32.0,32.0,69.0
3,50.0,0,6,8,0,1,1,16.0,16.0,4.0
2,600.0,1,11,8,0,0,0,512.0,512.0,16.0
1,980.0,0,6,2,1,0,0,69.0,512.0,16.0
2,180.0,0,7,8,0,2,0,500.0,500.0,8.0
3,40.0,2,1,8,4,5,0,69.0,128.0,4.0
10,199.0,19,1,1,4,5,4,69.0,69.0,69.0
3,199.9,2,6,8,0,0,0,512.0,512.0,16.0
10,350.0,0,34,4,0,5,0,256.0,256.0,8.0
10,550.0,0,13,10,1,0,0,512.0,512.0,16.0
2,69.0,0,6,6,4,0,0,69.0,32.0,4.0
1,250.0,19,1,8,4,0,4,320.0,69.0,8.0
1,169.0,19,1,8,4,0,0,256.0,256.0,8.0
2,100.0,0,2,8,4,1,0,32.0,64.0,4.0
3,629.5,2,9,3,0,0,0,69.0,512.0,16.0
1,200.0,6,2,5,4,0,0,512.0,512.0,512.0
3,147.0,0,5,8,0,0,0,256.0,512.0,16.0
2,164.2,19,1,8,4,0,0,69.0,256.0,8.0
2,844.0,0,5,8,0,5,0,256.0,256.0,16.0
1,170.0,0,6,8,0,0,0,256.0,256.0,8.0
10,135.0,19,1,8,4,5,4,8.0,256.0,8.0
3,580.0,19,1,8,4,0,2,69.0,69.0,69.0
2,200.0,1,1,3,4,1,1,69.0,69.0,69.0
3,377.5,2,7,2,2,0,0,512.0,69.0,8.0
1,135.0,2,12,8,4,5,0,69.0,69.0,69.0
2,260.0,0,9,10,0,0,0,256.0,512.0,8.0
1,237.5,1,1,8,4,0,0,256.0,256.0,4.0
10,216.4,19,1,8,4,5,4,69.0,69.0,69.0
10,221.8,19,1,8,4,5,3,69.0,69.0,69.0
2,176.0,0,8,8,4,0,0,256.0,256.0,16.0
10,835.0,2,8,1,0,0,0,69.0,512.0,8.0
1,175.0,0,1,8,4,0,0,16.0,256.0,16.0
4,200.0,19,1,8,4,0,0,128.0,128.0,4.0
3,15.88,3,1,10,4,0,4,32.0,69.0,2.0
1,263.2,19,1,8,4,0,0,69.0,256.0,16.0
6,478.5,19,1,8,1,5,4,69.0,69.0,69.0
4,55.0,0,10,8,0,1,0,32.0,32.0,4.0
1,800.0,1,6,4,0,0,0,69.0,512.0,16.0
2,176.0,19,5,8,0,0,0,69.0,256.0,8.0
1,75.0,0,13,10,0,1,1,32.0,32.0,4.0
1,140.0,19,1,8,4,0,0,69.0,256.0,8.0
10,147.6,19,1,9,4,5,3,69.0,69.0,69.0
1,200.0,19,1,8,4,5,0,256.0,256.0,69.0
3,398.0,2,10,1,4,0,0,512.0,512.0,16.0
10,164.2,19,1,5,4,4,0,69.0,128.0,4.0
2,50.0,0,7,8,0,1,0,16.0,16.0,4.0
2,145.0,0,3,8,4,0,2,500.0,69.0,8.0
8,172.0,0,1,8,4,5,2,69.0,69.0,69.0
2,190.0,0,1,8,1,0,0,500.0,500.0,24.0
10,270.0,0,10,10,0,0,0,69.0,256.0,8.0
2,66.5,0,1,4,4,1,0,69.0,16.0,4.0
3,950.0,0,39,4,0,0,0,256.0,256.0,69.0
3,400.0,2,2,8,4,0,2,1.0,69.0,12.0
2,180.0,0,10,8,0,0,0,8.0,512.0,12.0
1,130.0,19,1,8,4,0,0,69.0,250.0,4.0
3,300.0,2,28,8,0,0,2,12.0,69.0,12.0
3,140.0,2,1,8,4,0,2,500.0,500.0,8.0
5,170.0,19,1,1,4,1,1,64.0,69.0,4.0
8,250.0,19,1,8,4,5,4,69.0,69.0,69.0
1,300.0,19,1,8,4,5,0,240.0,240.0,8.0
1,279.0,0,7,5,0,0,2,1.0,128.0,16.0
1,421.0,19,1,8,4,5,4,69.0,69.0,69.0
1,475.0,2,14,8,4,0,0,69.0,512.0,8.0
2,58.0,0,4,8,0,1,1,69.0,16.0,4.0
3,276.5,19,1,5,4,0,0,69.0,256.0,8.0
2,39.94,0,102,8,0,1,0,16.0,16.0,4.0
1,155.0,0,9,8,0,0,0,128.0,128.0,4.0
10,411.2,19,6,8,4,0,0,69.0,512.0,8.0
6,469.0,19,1,3,4,5,0,69.0,512.0,8.0
3,650.0,1,14,1,0,0,0,256.0,256.0,8.0
10,170.0,19,1,6,4,0,4,69.0,256.0,8.0
3,45.0,5,5,8,0,1,1,69.0,16.0,4.0
2,360.0,0,1,5,4,0,0,512.0,500.0,32.0
3,250.0,2,1,8,0,0,0,500.0,500.0,32.0
1,279.0,0,12,8,0,0,0,256.0,256.0,8.0
10,198.0,2,6,1,4,0,0,256.0,256.0,8.0
8,200.0,6,1,1,4,1,1,64.0,69.0,4.0
2,51.0,0,9,8,0,1,0,32.0,32.0,4.0
1,1450.0,0,1,4,0,0,0,256.0,256.0,16.0
1,280.0,19,1,5,0,0,0,69.0,500.0,16.0
3,129.8,16,1,8,4,0,0,69.0,128.0,69.0
1,159.8,14,4,8,4,0,0,256.0,256.0,16.0
3,330.0,2,10,1,0,0,0,256.0,256.0,8.0
2,580.0,19,1,2,4,5,0,512.0,512.0,16.0
1,168.6,19,1,1,4,5,4,69.0,69.0,69.0
1,319.0,2,8,10,0,0,0,69.0,256.0,8.0
5,400.0,1,1,10,0,1,0,69.0,256.0,8.0
3,570.0,2,10,4,0,0,0,69.0,256.0,16.0
1,41.0,0,1,8,4,1,4,69.0,16.0,4.0
1,141.0,0,9,8,0,0,0,128.0,128.0,8.0
1,960.0,2,6,1,1,0,0,512.0,512.0,32.0
3,35.94,1,5,8,0,1,1,16.0,16.0,69.0
1,180.0,0,1,8,4,0,0,69.0,256.0,8.0
1,149.0,19,1,8,4,5,4,69.0,69.0,69.0
2,114.94,0,1,8,4,0,2,500.0,69.0,8.0
1,320.0,19,9,8,0,0,0,500.0,500.0,16.0
1,252.0,19,10,6,0,0,2,1.0,69.0,32.0
1,369.0,19,3,8,4,0,0,69.0,256.0,8.0
2,219.0,19,14,8,0,0,0,69.0,256.0,8.0
1,230.0,0,9,9,0,5,3,69.0,69.0,4.0
1,220.0,1,5,6,0,0,0,69.0,512.0,16.0
2,370.0,0,22,5,0,0,0,512.0,512.0,32.0
1,929.0,2,2,10,1,0,0,69.0,1.0,16.0
2,419.0,19,1,8,4,0,0,69.0,512.0,32.0
1,450.0,0,14,8,0,0,0,256.0,256.0,69.0
1,180.5,19,1,8,0,0,4,69.0,69.0,2.0
10,467.8,19,1,8,4,5,4,69.0,69.0,69.0
2,200.0,0,1,8,0,0,2,1.0,69.0,16.0
2,130.0,0,1,8,0,5,0,1.0,1.0,8.0
2,300.0,0,5,10,0,0,0,69.0,1.0,8.0
6,148.0,2,1,8,4,5,4,69.0,69.0,69.0
3,70.0,0,1,10,4,1,4,16.0,69.0,4.0
2,299.0,0,10,5,1,0,0,69.0,512.0,16.0
1,65.0,0,2,10,0,1,1,69.0,16.0,4.0
2,87.0,4,1,9,0,0,0,69.0,256.0,8.0
2,82.44,19,6,8,4,0,0,128.0,128.0,4.0
10,216.0,19,1,8,4,0,0,256.0,256.0,256.0
3,99.94,1,4,8,4,5,2,320.0,69.0,4.0
2,184.5,19,12,6,0,0,0,69.0,128.0,8.0
2,225.0,0,1,8,4,5,0,512.0,512.0,16.0
2,37.0,0,1,10,4,1,4,69.0,69.0,69.0
1,290.0,0,6,8,0,0,0,512.0,512.0,32.0
10,438.0,19,1,1,4,5,4,69.0,69.0,69.0
1,170.9,0,4,8,4,0,0,69.0,256.0,8.0
3,250.0,0,1,8,0,0,0,256.0,256.0,8.0
2,139.0,8,11,8,4,0,0,256.0,256.0,8.0
3,70.0,0,1,8,4,1,0,16.0,16.0,4.0
10,540.0,0,8,10,1,0,0,69.0,512.0,16.0
3,170.0,9,11,10,0,0,0,128.0,128.0,4.0
2,189.0,19,1,8,4,0,0,69.0,120.0,16.0
1,100.0,0,8,10,0,0,0,512.0,512.0,16.0
2,55.0,0,9,8,0,1,0,32.0,32.0,4.0
3,120.0,2,12,8,0,0,0,512.0,512.0,16.0
1,89.0,2,1,8,4,0,2,80.0,69.0,2.0
2,204.0,0,13,8,0,5,0,256.0,256.0,8.0
10,253.1,2,16,8,4,0,0,128.0,128.0,8.0
10,200.0,1,6,1,0,0,3,256.0,256.0,8.0
1,180.0,0,56,8,4,0,0,256.0,256.0,16.0
8,520.0,3,9,10,0,0,0,69.0,512.0,16.0
4,60.0,0,8,5,4,2,0,32.0,32.0,4.0
4,60.0,0,2,10,4,1,0,69.0,16.0,4.0
1,159.0,0,2,10,0,0,0,256.0,256.0,16.0
5,89.94,2,4,10,4,0,3,69.0,128.0,4.0
1,118.0,19,4,8,4,5,0,69.0,2.0,69.0
3,180.0,2,33,5,0,0,0,256.0,256.0,16.0
1,310.0,0,13,5,0,0,0,2.0,69.0,69.0
10,126.0,19,1,8,4,0,0,256.0,256.0,8.0
2,727.5,19,1,10,4,0,4,32.0,256.0,32.0
10,258.0,19,5,8,4,0,4,128.0,128.0,8.0
7,649.0,1,1,10,0,0,0,69.0,512.0,16.0
3,55.0,8,7,8,4,0,2,1.0,69.0,1.0
2,230.0,0,13,8,2,0,0,69.0,256.0,16.0
2,740.0,0,6,4,2,0,0,69.0,512.0,16.0
1,599.0,19,2,8,4,0,0,512.0,512.0,16.0
2,280.0,0,8,4,0,0,0,500.0,500.0,16.0
2,655.0,1,9,10,1,0,0,69.0,1.0,32.0
10,187.9,1,4,1,0,0,0,256.0,1.0,8.0
1,199.0,19,1,6,4,0,4,69.0,69.0,69.0
1,95.0,4,9,6,0,1,1,32.0,32.0,4.0
1,150.0,0,3,8,4,0,0,69.0,128.0,4.0
3,370.0,2,5,1,0,0,0,256.0,256.0,8.0
1,80.0,0,9,8,0,0,2,160.0,69.0,4.0
2,250.2,19,1,1,1,0,4,69.0,1.0,69.0
10,177.1,19,1,8,4,5,4,69.0,128.0,4.0
4,399.0,2,8,1,0,0,0,1.0,1.0,20.0
3,59.94,0,6,8,0,1,1,16.0,16.0,4.0
3,599.0,2,7,5,0,5,0,69.0,128.0,8.0
6,355.0,13,6,10,4,0,0,69.0,256.0,8.0
1,150.0,0,1,8,0,5,4,69.0,69.0,16.0
1,199.0,0,12,8,0,0,0,69.0,250.0,12.0
4,80.0,0,1,4,4,1,0,32.0,32.0,4.0
1,369.0,0,13,5,0,0,0,512.0,512.0,16.0
10,495.0,2,1,5,4,5,0,69.0,512.0,8.0
3,56.0,0,3,8,0,1,0,16.0,16.0,4.0
1,284.0,1,1,8,0,0,0,256.0,256.0,4.0
3,120.0,0,13,8,2,0,2,1.0,69.0,8.0
1,280.0,19,1,5,0,0,0,69.0,500.0,32.0
2,105.0,0,1,8,0,0,0,256.0,256.0,8.0
10,380.0,4,23,8,0,0,0,69.0,2.0,16.0
1,750.0,0,13,1,4,0,0,512.0,512.0,16.0
10,300.0,2,1,1,0,0,0,512.0,512.0,16.0
5,50.0,2,1,8,4,1,4,4.0,69.0,4.0
1,98.0,0,23,10,0,5,0,500.0,256.0,8.0
10,100.0,19,1,8,4,3,0,69.0,16.0,69.0
2,309.5,19,1,5,4,0,0,69.0,256.0,16.0
4,40.0,0,12,8,0,1,0,32.0,32.0,4.0
3,65.0,0,17,8,4,1,1,16.0,16.0,4.0
1,229.0,0,1,8,0,0,0,1.0,1.0,16.0
2,42.0,0,2,8,4,1,0,16.0,16.0,4.0
1,350.0,0,24,8,0,0,0,69.0,128.0,8.0
2,660.0,19,11,1,2,0,0,1.0,1.0,16.0
1,368.0,19,5,5,2,0,0,69.0,1.0,16.0
10,400.0,19,9,8,4,1,0,69.0,128.0,16.0
3,79.0,19,1,8,4,5,3,69.0,69.0,69.0
3,50.0,0,4,8,0,0,1,32.0,32.0,2.0
10,24.98,1,1,8,4,1,1,69.0,69.0,4.0
3,200.0,1,6,8,2,1,0,69.0,32.0,4.0
1,230.0,0,5,10,0,0,0,512.0,512.0,32.0
2,110.0,0,2,2,2,0,0,64.0,64.0,64.0
3,225.0,19,1,8,4,5,0,512.0,512.0,32.0
1,105.0,0,1,8,4,5,0,256.0,256.0,8.0
10,80.0,19,1,8,4,5,4,69.0,69.0,69.0
4,35.0,0,4,8,2,1,1,32.0,32.0,4.0
1,170.9,19,1,8,4,0,0,69.0,256.0,69.0
3,48.47,19,6,8,4,1,4,69.0,32.0,69.0
2,85.0,0,4,8,0,0,2,320.0,69.0,4.0
5,130.0,0,9,8,0,0,0,128.0,128.0,4.0
2,382.0,19,11,8,0,0,0,69.0,512.0,8.0
8,349.0,3,17,10,0,0,0,512.0,512.0,8.0
3,325.0,2,6,8,2,0,0,512.0,512.0,16.0
2,305.0,0,1,8,4,0,0,256.0,256.0,8.0
10,1414.0,19,1,2,4,5,4,69.0,69.0,69.0
1,103.4,0,8,8,0,0,2,500.0,69.0,4.0
2,299.0,0,1,8,0,0,0,1.0,1.0,32.0
2,490.0,1,13,8,0,0,0,1.0,1.0,16.0
1,234.5,1,9,8,0,0,0,69.0,128.0,16.0
1,480.0,0,7,8,4,0,0,2.0,2.0,64.0
10,1413.0,19,1,10,4,5,4,69.0,69.0,69.0
2,381.0,1,8,10,0,0,0,69.0,256.0,12.0
10,139.5,19,2,8,4,3,1,69.0,16.0,69.0
4,72.0,0,2,8,4,1,0,69.0,16.0,4.0
1,307.2,19,8,8,0,0,4,69.0,240.0,69.0
1,300.0,0,12,8,0,0,0,69.0,500.0,16.0
10,150.0,19,1,9,4,5,4,69.0,69.0,8.0
2,115.0,0,7,8,4,1,0,16.0,16.0,4.0
1,220.0,0,15,8,0,0,3,69.0,256.0,8.0
3,281.0,2,7,10,0,0,0,128.0,128.0,4.0
1,307.2,19,8,8,0,0,4,69.0,240.0,69.0
2,51.0,0,4,8,0,1,0,16.0,16.0,4.0
3,89.0,19,1,8,4,5,0,69.0,256.0,69.0
4,199.0,19,11,8,4,0,0,256.0,256.0,8.0
1,129.0,19,1,8,4,0,2,1.0,69.0,8.0
1,56.0,0,1,8,0,1,1,69.0,16.0,4.0
10,229.0,19,1,8,4,0,0,69.0,256.0,16.0
1,159.0,0,17,8,0,0,0,69.0,2.0,16.0
1,120.0,0,14,10,0,0,0,256.0,256.0,8.0
1,300.0,19,1,8,4,5,4,256.0,256.0,256.0
1,527.0,19,1,5,4,0,0,69.0,256.0,16.0
1,549.0,1,6,8,0,1,0,32.0,32.0,4.0
3,170.0,2,11,10,0,0,0,8.0,256.0,8.0
1,600.0,0,4,10,0,0,0,69.0,512.0,16.0
1,40.0,0,3,8,4,0,2,320.0,69.0,4.0
2,400.0,19,7,4,4,0,0,512.0,1.0,32.0
10,276.2,0,1,8,0,5,4,69.0,69.0,69.0
3,107.56,19,1,8,4,0,0,128.0,128.0,8.0
10,300.0,2,1,8,4,0,2,640.0,69.0,69.0
6,625.0,4,1,4,4,5,0,512.0,512.0,16.0
1,469.0,2,9,8,1,0,3,69.0,1.0,16.0
1,229.6,1,7,2,4,0,0,69.0,128.0,4.0
8,27.98,5,10,8,4,1,0,16.0,16.0,4.0
2,155.0,0,1,8,4,5,0,256.0,256.0,8.0
1,160.0,0,1,8,4,0,0,69.0,256.0,8.0
1,80.0,19,1,8,4,0,0,250.0,69.0,69.0
1,280.0,0,1,8,0,0,0,512.0,512.0,8.0
1,260.0,19,1,8,4,5,0,256.0,256.0,69.0
1,399.0,0,6,10,0,0,0,256.0,256.0,8.0
6,799.0,2,11,2,4,0,0,256.0,256.0,16.0
8,90.0,0,13,8,0,0,2,160.0,69.0,8.0
4,29.0,1,1,10,4,1,0,16.0,16.0,4.0
3,170.0,0,40,8,0,0,2,1.0,1.0,16.0
10,8.85,19,1,1,4,5,4,69.0,69.0,69.0
3,389.0,0,9,10,1,0,0,69.0,512.0,16.0
3,506.0,19,12,5,0,0,0,69.0,512.0,16.0
8,600.0,0,9,10,1,0,0,1.0,1.0,16.0
2,320.5,0,37,3,2,0,0,69.0,512.0,16.0
10,11.38,19,1,1,4,5,4,69.0,69.0,69.0
4,199.0,19,11,8,4,0,0,256.0,256.0,8.0
1,286.8,19,7,8,0,0,4,69.0,120.0,69.0
2,550.0,3,9,2,0,0,0,512.0,512.0,12.0
5,99.0,2,1,8,4,1,4,69.0,69.0,69.0
1,125.0,19,1,8,4,5,0,69.0,69.0,69.0
10,130.5,19,1,9,4,5,4,69.0,69.0,69.0
2,886.0,19,1,8,4,0,0,512.0,512.0,8.0
10,173.0,19,1,8,2,5,4,69.0,69.0,69.0
7,675.0,19,1,8,4,0,4,1.0,1.0,32.0
1,90.0,0,29,8,0,5,0,512.0,512.0,16.0
1,126.5,19,8,5,0,0,2,500.0,69.0,8.0
10,75.94,19,7,8,4,0,0,500.0,69.0,8.0
4,430.0,0,1,8,2,0,0,256.0,256.0,8.0
10,650.0,0,1,8,1,0,0,69.0,512.0,16.0
2,126.56,19,1,8,4,0,0,256.0,256.0,8.0
3,283.8,19,10,8,0,0,3,69.0,256.0,16.0
2,362.2,19,10,3,0,0,0,512.0,512.0,16.0
10,50.62,19,6,8,0,0,2,128.0,128.0,4.0
10,739.0,0,1,10,4,5,4,69.0,69.0,69.0
3,443.0,19,4,8,2,0,0,69.0,1.0,32.0
10,34.8,19,1,8,4,5,4,69.0,69.0,69.0
4,506.2,19,4,8,2,0,0,69.0,256.0,8.0
10,519.5,19,1,2,4,5,4,69.0,69.0,69.0
2,400.0,19,7,4,4,0,0,512.0,1.0,32.0
2,151.8,19,10,10,0,0,1,69.0,64.0,4.0
3,239.1,19,7,8,2,0,0,256.0,256.0,8.0
10,1115.0,19,1,2,4,5,4,69.0,69.0,69.0
10,54.38,19,1,8,4,5,4,69.0,69.0,69.0
10,129.4,19,1,8,4,5,4,69.0,69.0,69.0
10,326.2,19,1,1,0,5,4,69.0,69.0,69.0
1,442.8,19,11,6,0,0,0,69.0,512.0,16.0
10,872.0,19,16,5,4,4,0,69.0,69.0,69.0
1,300.2,19,7,8,0,0,4,69.0,120.0,69.0
2,246.8,19,1,8,0,0,0,69.0,2.0,32.0
1,20.0,0,1,8,0,5,0,69.0,69.0,2.0
1,340.0,19,8,8,0,0,0,1.0,1.0,32.0
5,49.0,0,4,8,0,1,0,16.0,16.0,2.0
10,163.1,19,1,8,0,5,4,69.0,69.0,69.0
10,456.8,19,1,1,4,5,4,69.0,69.0,69.0
10,1035.0,2,8,1,0,0,0,69.0,1.0,16.0
1,300.0,19,4,8,0,0,4,69.0,240.0,69.0
1,258.5,19,4,8,0,0,4,69.0,120.0,69.0
10,151.9,19,3,6,4,0,0,1.0,1.0,16.0
4,54.0,1,1,8,0,1,1,32.0,32.0,4.0
10,223.2,19,7,8,4,0,0,256.0,256.0,8.0
10,1087.0,19,1,1,4,5,4,69.0,69.0,69.0
8,31.0,2,1,9,4,1,4,16.0,16.0,4.0
10,108.75,19,1,8,4,5,4,69.0,69.0,69.0
10,159.0,2,5,1,0,0,2,128.0,128.0,4.0
3,355.8,19,14,8,0,0,0,69.0,512.0,16.0
10,187.2,19,1,8,4,5,4,69.0,69.0,69.0
3,8.99,0,1,8,4,5,4,69.0,69.0,69.0
10,163.1,19,1,10,0,5,4,69.0,69.0,69.0
10,40.0,19,1,1,4,5,4,69.0,69.0,69.0
1,376.0,19,7,8,1,0,4,69.0,240.0,69.0
1,750.0,1,9,2,4,0,0,256.0,256.0,8.0
10,130.5,19,1,8,4,5,4,69.0,69.0,69.0
4,49.5,19,1,8,4,1,4,69.0,69.0,69.0
10,188.5,19,1,8,4,5,4,69.0,69.0,69.0
8,3668.0,19,15,1,1,0,0,2.0,2.0,32.0
10,214.2,19,1,3,4,5,4,69.0,69.0,69.0
3,94.94,19,10,8,2,0,0,1.0,120.0,69.0
1,318.2,19,7,8,1,0,4,69.0,120.0,69.0
10,761.5,19,1,8,4,5,4,69.0,69.0,69.0
10,934.0,19,1,2,4,5,4,69.0,69.0,69.0
3,593.5,19,12,8,0,0,0,512.0,512.0,8.0
3,227.8,19,14,9,4,0,0,69.0,1.0,69.0
4,63.25,19,4,8,4,1,0,2.0,16.0,69.0
10,113.9,19,5,6,0,0,2,1.0,256.0,16.0
2,170.9,19,8,8,4,0,0,69.0,256.0,8.0
10,443.0,19,10,8,4,0,2,69.0,69.0,16.0
2,67.5,19,2,8,4,5,2,500.0,69.0,69.0
1,110.0,3,7,8,0,0,0,128.0,128.0,8.0
3,50.0,11,1,8,4,0,0,69.0,32.0,4.0
1,109.94,19,1,8,4,0,2,500.0,69.0,8.0
1,150.0,19,1,8,4,2,0,256.0,256.0,69.0
3,114.94,0,1,8,4,0,2,500.0,69.0,4.0
2,139.2,19,1,8,4,0,0,69.0,120.0,69.0
2,50.0,19,1,8,4,5,4,3.0,69.0,3.0
1,99.0,19,1,8,4,5,2,69.0,69.0,3.0
8,229.0,19,1,8,4,5,4,69.0,69.0,69.0
1,79.94,1,15,10,0,0,0,240.0,256.0,8.0
2,179.5,1,10,8,0,0,0,128.0,128.0,8.0
1,44.97,0,3,8,4,5,4,69.0,69.0,4.0
2,400.0,19,7,5,4,0,2,2.0,2.0,32.0
3,220.0,0,5,2,0,0,0,69.0,128.0,8.0
1,300.2,19,7,8,0,0,4,69.0,120.0,69.0
3,300.0,19,1,1,4,0,4,4.0,69.0,4.0
2,45.0,0,1,9,4,5,4,69.0,69.0,69.0
1,150.0,19,5,8,4,0,0,69.0,512.0,69.0
4,280.0,19,1,8,4,0,0,20.0,512.0,20.0
6,599.0,0,4,10,4,0,0,69.0,256.0,16.0
1,269.0,2,11,8,0,0,0,69.0,512.0,8.0
3,300.0,2,21,10,0,0,0,256.0,256.0,8.0
2,819.5,19,1,1,4,5,4,512.0,512.0,512.0
1,330.0,19,10,6,4,0,0,512.0,512.0,16.0
3,210.0,19,1,5,4,0,0,800.0,800.0,16.0
1,350.0,0,6,8,4,0,0,256.0,69.0,8.0
2,220.0,0,9,8,2,0,0,69.0,69.0,16.0
1,90.0,0,9,8,0,0,2,160.0,69.0,4.0
1,248.5,1,10,8,0,0,0,69.0,120.0,8.0
3,727.0,19,1,8,4,5,4,69.0,256.0,16.0
3,210.0,2,6,8,4,0,0,256.0,256.0,8.0
8,806.0,3,13,10,1,0,0,1.0,1.0,16.0
2,699.0,0,1,4,4,0,0,69.0,512.0,16.0
3,99.0,0,7,8,2,0,2,750.0,69.0,4.0
1,139.0,1,1,6,4,0,0,69.0,128.0,8.0
1,550.0,0,1,8,4,5,3,69.0,69.0,8.0
4,40.0,0,1,8,4,1,4,69.0,69.0,16.0
1,125.0,0,1,9,4,5,3,69.0,69.0,4.0
3,140.0,1,7,8,0,1,1,32.0,32.0,4.0
2,45.0,0,1,8,4,1,0,16.0,16.0,4.0
5,119.5,2,3,4,0,1,1,69.0,32.0,4.0
1,237.5,1,1,8,4,0,2,500.0,69.0,4.0
1,290.0,19,1,5,4,0,0,512.0,512.0,16.0
4,55.0,19,1,8,4,5,4,69.0,69.0,69.0
1,140.0,0,8,8,4,0,0,512.0,256.0,16.0
10,2340.0,0,24,1,1,2,0,1.0,1.0,64.0
1,159.8,14,4,8,4,0,0,256.0,256.0,16.0
4,249.9,2,6,10,0,0,0,128.0,128.0,4.0
10,221.5,19,1,8,4,5,4,69.0,69.0,69.0
3,199.0,0,8,8,0,0,0,256.0,256.0,16.0
8,25.0,1,10,10,0,1,1,69.0,69.0,4.0
6,739.0,0,9,10,2,0,0,512.0,512.0,8.0
2,570.0,3,11,2,0,0,0,512.0,512.0,12.0
1,347.8,19,4,8,0,0,4,69.0,240.0,69.0
1,167.0,19,8,8,0,0,0,250.0,240.0,16.0
5,38.0,0,7,8,0,1,0,16.0,16.0,4.0
8,1617.0,0,3,10,0,0,0,69.0,1.0,16.0
1,107.94,0,8,8,0,0,0,69.0,256.0,8.0
3,54.0,0,3,8,0,1,0,16.0,16.0,4.0
2,94.94,19,1,8,4,0,4,69.0,69.0,69.0
8,295.0,1,17,8,1,0,2,500.0,500.0,16.0
10,205.6,19,1,1,4,5,4,69.0,69.0,69.0
3,720.0,0,6,1,0,0,0,69.0,4.0,64.0
10,400.0,19,1,8,4,5,4,69.0,69.0,69.0
1,190.0,19,8,8,4,0,0,69.0,1.0,16.0
10,284.0,0,8,8,2,0,3,69.0,256.0,16.0
10,40.0,0,1,8,4,5,2,2.0,69.0,2.0
2,110.0,0,8,1,4,1,1,32.0,32.0,32.0
2,31.66,0,1,8,4,1,0,69.0,16.0,69.0
10,348.0,19,1,8,4,5,0,69.0,69.0,69.0
6,24.98,19,1,8,0,0,0,512.0,128.0,69.0
3,650.0,0,9,10,0,0,0,69.0,512.0,16.0
1,368.8,19,4,8,0,0,4,69.0,480.0,69.0
1,90.0,0,1,10,0,0,0,128.0,128.0,4.0
10,184.9,19,1,8,4,5,4,69.0,69.0,69.0
3,101.25,19,1,8,4,5,4,69.0,69.0,69.0
3,300.0,2,1,5,2,0,0,69.0,69.0,16.0
8,42.0,1,10,8,4,1,0,16.0,16.0,4.0
3,380.0,19,1,1,4,5,4,69.0,69.0,69.0
2,95.0,0,7,8,0,0,0,465.0,256.0,8.0
10,95.7,19,1,9,4,5,3,69.0,69.0,69.0
10,69.6,19,10,8,0,2,1,69.0,32.0,2.0
2,630.0,1,10,3,0,0,0,69.0,512.0,16.0
1,150.0,0,26,10,0,0,0,128.0,512.0,16.0
1,85.0,0,5,8,4,0,0,69.0,128.0,8.0
3,699.5,3,11,5,0,0,0,69.0,512.0,16.0
1,87.0,19,3,8,0,0,0,69.0,512.0,8.0
2,600.0,1,16,10,1,0,0,256.0,256.0,8.0
2,84.94,0,2,10,4,0,2,500.0,69.0,8.0
10,250.0,19,1,1,4,5,0,512.0,512.0,16.0
8,50.0,19,1,10,0,0,4,4.0,69.0,4.0
3,454.2,3,16,2,2,0,0,512.0,512.0,8.0
1,489.0,2,12,5,1,0,2,2.0,69.0,16.0
